"nombre_archivo","url_descarga","fecha_cargue"
"validacionTroncal20260425.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260425.zip","2026-04-26"
"validacionTroncal20260424.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260424.zip","2026-04-25"
"validacionTroncal20260423.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260423.zip","2026-04-24"
"validacionTroncal20260422.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260422.zip","2026-04-23"
"validacionTroncal20260421.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260421.zip","2026-04-22"
"validacionTroncal20260420.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260420.zip","2026-04-21"
"validacionTroncal20260419.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260419.zip","2026-04-20"
"validacionTroncal20260418.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260418.zip","2026-04-19"
"validacionTroncal20260417.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260417.zip","2026-04-18"
"validacionTroncal20260416.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260416.zip","2026-04-17"
"validacionTroncal20260415.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260415.zip","2026-04-16"
"validacionTroncal20260414.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260414.zip","2026-04-15"
"validacionTroncal20260413.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260413.zip","2026-04-14"
"validacionTroncal20260412.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260412.zip","2026-04-13"
"validacionTroncal20260411.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260411.zip","2026-04-14"
"validacionTroncal20260410.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260410.zip","2026-04-14"
"validacionTroncal20260409.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260409.zip","2026-04-14"
"validacionTroncal20260408.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260408.zip","2026-04-09"
